date,employee_id,team,role,project,complexity,task_hours,tasks_completed,commits,prs_opened,features_delivered,test_cases_written,ai_usage_events,hourly_cost,period,year_month,ai_usage_level
2024-12-16,E037,Data,Developer,Nova,Medium,4.82,2,2,0,0,3,1,42,pre_ai,2024-12,Low
2024-12-16,E038,Data,Developer,Apollo,Low,2.15,2,2,0,0,4,6,58,pre_ai,2024-12,Medium
2024-12-16,E039,CoreApp,Tester,Orion,Medium,5.16,4,1,1,1,5,1,58,pre_ai,2024-12,Low
2024-12-16,E040,CoreApp,Tester,Nova,High,5.2,2,2,1,1,0,3,58,pre_ai,2024-12,Medium
2024-12-17,E001,Platform,Tester,Nova,Low,2.95,4,1,0,0,4,3,58,pre_ai,2024-12,Medium
2024-12-17,E002,Payments,Developer,Orion,Low,4.69,2,1,2,1,2,1,42,pre_ai,2024-12,Low
2024-12-17,E003,Data,Developer,Nova,High,7.05,4,2,1,1,6,2,42,pre_ai,2024-12,Low
2024-12-17,E004,Payments,Developer,Orion,Medium,4.24,5,1,1,1,9,0,58,pre_ai,2024-12,Low
2024-12-17,E005,Platform,Developer,Orion,Medium,2.74,1,2,1,0,1,2,58,pre_ai,2024-12,Low
2024-12-17,E006,Platform,Developer,Apollo,Medium,4.44,4,6,0,1,3,2,58,pre_ai,2024-12,Low
2024-12-17,E007,Data,Developer,Apollo,Medium,3.93,3,1,1,1,5,1,58,pre_ai,2024-12,Low
2024-12-17,E008,Platform,Developer,Nova,Medium,3.37,3,5,0,0,2,5,58,pre_ai,2024-12,Medium
2024-12-17,E009,CoreApp,Developer,Apollo,Medium,3.68,2,0,1,0,3,0,58,pre_ai,2024-12,Low
2024-12-17,E010,Payments,Tester,Nova,High,9.25,2,1,1,1,1,1,58,pre_ai,2024-12,Low
2024-12-17,E011,Platform,Tester,Apollo,Medium,2.44,4,1,1,2,2,3,42,pre_ai,2024-12,Medium
2024-12-17,E012,CoreApp,Developer,Orion,Low,2.37,4,3,0,2,5,3,58,pre_ai,2024-12,Medium
2024-12-17,E013,Payments,Developer,Orion,Low,0.8,3,1,0,0,1,2,58,pre_ai,2024-12,Low
2024-12-17,E014,CoreApp,Developer,Apollo,Low,3.07,3,3,0,1,1,2,58,pre_ai,2024-12,Low
2024-12-17,E015,Data,Developer,Nova,Medium,1.65,4,3,1,1,1,1,58,pre_ai,2024-12,Low
2024-12-17,E016,CoreApp,Tester,Nova,Low,2.89,2,2,0,2,1,3,42,pre_ai,2024-12,Medium
2024-12-17,E017,Data,Developer,Orion,Low,2.56,1,1,1,1,2,5,42,pre_ai,2024-12,Medium
2024-12-17,E018,Payments,Developer,Nova,Medium,2.35,5,2,2,1,5,2,58,pre_ai,2024-12,Low
2024-12-17,E019,Data,Tester,Orion,Medium,3.64,2,3,1,0,2,0,58,pre_ai,2024-12,Low
2024-12-17,E020,Platform,Tester,Apollo,Low,2.92,3,3,3,2,3,0,58,pre_ai,2024-12,Low
2024-12-17,E021,CoreApp,Developer,Nova,Medium,2.7,4,3,1,0,4,0,58,pre_ai,2024-12,Low
2024-12-17,E022,Payments,Developer,Nova,Medium,4.67,4,2,1,1,0,2,58,pre_ai,2024-12,Low
2024-12-17,E023,Payments,Developer,Apollo,Medium,3.47,4,0,0,0,0,1,58,pre_ai,2024-12,Low
2024-12-17,E024,Platform,Tester,Orion,Low,2.29,2,3,0,1,1,2,58,pre_ai,2024-12,Low
2024-12-17,E025,CoreApp,Developer,Orion,Medium,3.98,6,3,1,1,2,1,58,pre_ai,2024-12,Low
2024-12-17,E026,Payments,Developer,Apollo,High,6.04,2,2,1,0,4,3,58,pre_ai,2024-12,Medium
2024-12-17,E027,Platform,Tester,Apollo,Medium,1.74,6,1,2,0,2,1,58,pre_ai,2024-12,Low
2024-12-17,E028,Data,Developer,Apollo,Medium,3.89,6,1,0,0,2,4,42,pre_ai,2024-12,Medium
2024-12-17,E029,CoreApp,Developer,Orion,Low,1.39,3,5,0,0,0,3,58,pre_ai,2024-12,Medium
2024-12-17,E030,Platform,Developer,Nova,Medium,4.18,2,3,2,1,5,1,42,pre_ai,2024-12,Low
2024-12-17,E031,Payments,Developer,Nova,Medium,2.81,4,0,1,2,7,3,42,pre_ai,2024-12,Medium
2024-12-17,E032,Platform,Tester,Apollo,Medium,1.09,6,5,0,0,1,3,42,pre_ai,2024-12,Medium
2024-12-17,E033,CoreApp,Developer,Orion,Low,1.72,1,0,1,0,2,3,42,pre_ai,2024-12,Medium
2024-12-17,E034,Payments,Developer,Orion,High,2.51,3,1,0,1,3,0,42,pre_ai,2024-12,Low
2024-12-17,E035,CoreApp,Developer,Apollo,Medium,3.48,3,3,0,1,2,2,58,pre_ai,2024-12,Low
2024-12-17,E036,Platform,Developer,Nova,Medium,3.95,3,1,1,1,0,0,42,pre_ai,2024-12,Low
2024-12-17,E037,Payments,Developer,Nova,Low,3.47,2,2,2,0,2,4,58,pre_ai,2024-12,Medium
2024-12-17,E038,CoreApp,Developer,Orion,Medium,2.4,5,0,2,1,2,3,58,pre_ai,2024-12,Medium
2024-12-17,E039,Payments,Developer,Apollo,Medium,2.29,4,1,1,0,9,2,58,pre_ai,2024-12,Low
2024-12-17,E040,Platform,Developer,Nova,Medium,4.54,6,3,1,1,4,4,42,pre_ai,2024-12,Medium
2024-12-18,E001,Platform,Developer,Apollo,Medium,3.29,1,1,1,0,2,1,42,pre_ai,2024-12,Low
2024-12-18,E002,Platform,Developer,Orion,Medium,3.68,2,5,0,1,6,1,58,pre_ai,2024-12,Low
2024-12-18,E003,CoreApp,Tester,Nova,Medium,3.39,3,1,2,1,3,2,58,pre_ai,2024-12,Low
2024-12-18,E004,Data,Developer,Orion,Medium,5.79,2,2,3,0,2,4,58,pre_ai,2024-12,Medium
2024-12-18,E005,Payments,Developer,Apollo,Medium,3.41,2,0,0,1,3,1,58,pre_ai,2024-12,Low
2024-12-18,E006,Payments,Developer,Orion,Low,2.16,2,3,0,0,3,6,58,pre_ai,2024-12,Medium
2024-12-18,E007,Platform,Developer,Orion,High,5.62,6,3,0,1,2,1,58,pre_ai,2024-12,Low
2024-12-18,E008,Payments,Tester,Nova,Medium,2.39,2,2,0,0,7,1,58,pre_ai,2024-12,Low
2024-12-18,E009,CoreApp,Tester,Orion,Medium,3.73,3,2,0,1,4,0,42,pre_ai,2024-12,Low
2024-12-18,E010,CoreApp,Tester,Orion,High,5.73,2,3,1,1,2,4,58,pre_ai,2024-12,Medium
2024-12-18,E011,CoreApp,Developer,Orion,Medium,4.3,1,1,2,1,3,3,42,pre_ai,2024-12,Medium
2024-12-18,E012,Data,Developer,Nova,Low,3.47,3,3,0,1,5,5,58,pre_ai,2024-12,Medium
2024-12-18,E013,Platform,Developer,Nova,Medium,4.32,4,3,0,1,1,1,58,pre_ai,2024-12,Low
2024-12-18,E014,CoreApp,Developer,Nova,Medium,2.83,1,3,1,0,3,1,58,pre_ai,2024-12,Low
2024-12-18,E015,Payments,Developer,Nova,Medium,1.71,5,2,0,0,2,1,42,pre_ai,2024-12,Low
2024-12-18,E016,Payments,Developer,Nova,Low,3.12,2,0,0,1,0,1,58,pre_ai,2024-12,Low
2024-12-18,E017,CoreApp,Developer,Orion,Low,1.43,4,3,3,2,5,1,58,pre_ai,2024-12,Low
2024-12-18,E018,CoreApp,Developer,Nova,Low,1.71,4,4,0,1,4,1,58,pre_ai,2024-12,Low
2024-12-18,E019,Data,Developer,Nova,Medium,1.92,1,1,2,0,3,2,42,pre_ai,2024-12,Low
2024-12-18,E020,Data,Developer,Orion,Medium,3.59,2,1,0,0,2,2,58,pre_ai,2024-12,Low
2024-12-18,E021,Data,Developer,Orion,Medium,1.23,5,0,1,0,3,1,42,pre_ai,2024-12,Low
2024-12-18,E022,CoreApp,Developer,Apollo,High,5.06,1,4,2,0,3,1,58,pre_ai,2024-12,Low
2024-12-18,E023,Platform,Developer,Orion,Low,1.65,1,1,0,1,2,3,42,pre_ai,2024-12,Medium
2024-12-18,E024,Data,Tester,Apollo,Medium,6.08,6,4,0,2,2,3,42,pre_ai,2024-12,Medium
2024-12-18,E025,Platform,Developer,Nova,Medium,3.53,3,0,0,1,6,2,58,pre_ai,2024-12,Low
2024-12-18,E026,Payments,Tester,Orion,Low,2.14,8,2,1,0,6,2,58,pre_ai,2024-12,Low
2024-12-18,E027,Payments,Developer,Nova,Medium,5.32,3,1,0,1,2,2,58,pre_ai,2024-12,Low
2024-12-18,E028,CoreApp,Tester,Nova,Low,2.57,6,2,2,0,6,1,42,pre_ai,2024-12,Low
2024-12-18,E029,Data,Developer,Apollo,Low,0.8,3,1,0,0,2,0,58,pre_ai,2024-12,Low
2024-12-18,E030,CoreApp,Tester,Orion,Medium,4.14,3,2,1,1,6,2,58,pre_ai,2024-12,Low
2024-12-18,E031,Data,Developer,Nova,Medium,2.31,5,5,0,1,2,2,58,pre_ai,2024-12,Low
2024-12-18,E032,Platform,Tester,Apollo,High,6.35,1,0,0,1,5,4,58,pre_ai,2024-12,Medium
2024-12-18,E033,Data,Developer,Orion,Medium,4.85,1,3,0,0,2,4,58,pre_ai,2024-12,Medium
2024-12-18,E034,Payments,Developer,Nova,Medium,3.87,3,4,0,1,5,3,58,pre_ai,2024-12,Medium
2024-12-18,E035,Data,Developer,Nova,Medium,1.53,1,2,0,1,3,1,42,pre_ai,2024-12,Low
2024-12-18,E036,CoreApp,Tester,Orion,Low,3.28,2,0,1,1,1,4,58,pre_ai,2024-12,Medium
2024-12-18,E037,CoreApp,Tester,Apollo,Low,4.6,1,0,0,1,1,5,58,pre_ai,2024-12,Medium
2024-12-18,E038,Platform,Developer,Orion,Low,1.84,3,0,2,0,3,1,42,pre_ai,2024-12,Low
2024-12-18,E039,Data,Tester,Orion,Medium,4.46,1,1,2,2,1,2,58,pre_ai,2024-12,Low
2024-12-18,E040,Data,Developer,Nova,Low,3.98,1,4,3,1,2,3,42,pre_ai,2024-12,Medium
2024-12-19,E001,Payments,Developer,Orion,Low,1.96,2,1,2,0,0,0,42,pre_ai,2024-12,Low
2024-12-19,E002,Data,Developer,Nova,Medium,3.61,1,2,1,1,4,1,58,pre_ai,2024-12,Low
2024-12-19,E003,CoreApp,Developer,Nova,Medium,5.11,3,2,0,1,1,2,42,pre_ai,2024-12,Low
2024-12-19,E004,Platform,Developer,Apollo,Medium,2.26,2,0,5,1,3,3,42,pre_ai,2024-12,Medium
2024-12-19,E005,Platform,Developer,Nova,High,6.63,3,1,2,0,3,2,58,pre_ai,2024-12,Low
2024-12-19,E006,Data,Developer,Orion,Medium,3.98,2,3,2,0,3,3,58,pre_ai,2024-12,Medium
2024-12-19,E007,Payments,Tester,Nova,High,3.99,3,2,0,1,4,4,42,pre_ai,2024-12,Medium
2024-12-19,E008,Data,Developer,Nova,Low,1.92,2,1,0,0,5,3,58,pre_ai,2024-12,Medium
2024-12-19,E009,Data,Developer,Nova,Low,2.57,4,0,0,1,1,6,42,pre_ai,2024-12,Medium
2024-12-19,E010,Payments,Developer,Nova,Medium,3.04,4,5,5,1,7,1,42,pre_ai,2024-12,Low
2024-12-19,E011,Payments,Developer,Orion,High,4.79,6,1,0,1,3,0,58,pre_ai,2024-12,Low
2024-12-19,E012,CoreApp,Tester,Nova,Medium,4.8,2,5,0,0,3,3,58,pre_ai,2024-12,Medium
2024-12-19,E013,Platform,Tester,Apollo,Medium,3.79,3,2,2,0,1,3,58,pre_ai,2024-12,Medium
2024-12-19,E014,Payments,Tester,Orion,Medium,2.65,2,1,1,1,1,4,42,pre_ai,2024-12,Medium
2024-12-19,E015,CoreApp,Developer,Orion,Low,3.46,1,1,1,0,3,1,58,pre_ai,2024-12,Low
2024-12-19,E016,Data,Developer,Nova,Low,1.95,3,2,1,1,2,2,58,pre_ai,2024-12,Low
2024-12-19,E017,Payments,Developer,Orion,High,5.62,4,2,1,0,3,4,58,pre_ai,2024-12,Medium
2024-12-19,E018,Platform,Developer,Apollo,High,4.81,2,2,0,0,3,1,58,pre_ai,2024-12,Low
2024-12-19,E019,Platform,Tester,Nova,High,3.73,2,4,1,0,4,2,42,pre_ai,2024-12,Low
2024-12-19,E020,Data,Developer,Orion,High,2.35,3,2,0,1,5,1,42,pre_ai,2024-12,Low
2024-12-19,E021,Payments,Developer,Apollo,Medium,2.28,3,1,0,0,0,3,58,pre_ai,2024-12,Medium
2024-12-19,E022,Platform,Developer,Orion,Medium,3.78,1,2,1,0,0,4,58,pre_ai,2024-12,Medium
2024-12-19,E023,CoreApp,Developer,Nova,Medium,1.9,3,0,2,1,3,1,58,pre_ai,2024-12,Low
2024-12-19,E024,Data,Developer,Apollo,Medium,4.4,5,2,0,0,0,0,42,pre_ai,2024-12,Low
2024-12-19,E025,Data,Tester,Apollo,Medium,4.09,3,3,1,0,2,1,42,pre_ai,2024-12,Low
2024-12-19,E026,CoreApp,Tester,Apollo,Medium,3.97,3,0,1,1,1,3,58,pre_ai,2024-12,Medium
2024-12-19,E027,Data,Developer,Apollo,Low,1.01,2,2,1,0,1,2,42,pre_ai,2024-12,Low
2024-12-19,E028,Platform,Developer,Apollo,Low,2.3,6,1,3,1,4,2,58,pre_ai,2024-12,Low
2024-12-19,E029,Data,Tester,Orion,Medium,3.87,1,1,4,0,5,2,58,pre_ai,2024-12,Low
2024-12-19,E030,Data,Tester,Orion,Low,1.34,1,6,3,0,1,3,58,pre_ai,2024-12,Medium
2024-12-19,E031,Platform,Developer,Apollo,Low,5.03,3,7,0,2,4,0,42,pre_ai,2024-12,Low
2024-12-19,E032,Platform,Tester,Nova,Medium,2.5,5,1,2,1,3,4,58,pre_ai,2024-12,Medium
2024-12-19,E033,Payments,Developer,Orion,Low,2.88,4,0,1,1,5,1,58,pre_ai,2024-12,Low
2024-12-19,E034,Platform,Developer,Orion,Low,3.78,2,2,0,1,3,4,58,pre_ai,2024-12,Medium
2024-12-19,E035,Data,Developer,Apollo,High,2.48,4,1,0,2,5,1,58,pre_ai,2024-12,Low
2024-12-19,E036,Payments,Developer,Orion,Low,3.36,3,2,1,1,7,1,58,pre_ai,2024-12,Low
2024-12-19,E037,Payments,Developer,Apollo,High,6.18,4,8,0,1,8,3,58,pre_ai,2024-12,Medium
2024-12-19,E038,Payments,Developer,Nova,Medium,3.32,2,1,0,1,5,2,58,pre_ai,2024-12,Low
2024-12-19,E039,Data,Developer,Apollo,Medium,2.57,1,0,2,1,6,1,58,pre_ai,2024-12,Low
2024-12-19,E040,CoreApp,Developer,Orion,High,1.83,3,3,1,1,6,2,58,pre_ai,2024-12,Low
2024-12-20,E001,Data,Developer,Orion,Medium,4.83,1,2,0,2,1,1,58,pre_ai,2024-12,Low
2024-12-20,E002,Payments,Tester,Apollo,High,6.75,3,2,0,0,1,1,42,pre_ai,2024-12,Low
2024-12-20,E003,Payments,Developer,Nova,Medium,3.79,6,3,3,0,2,0,58,pre_ai,2024-12,Low
2024-12-20,E004,Payments,Tester,Orion,Medium,3.7,4,3,4,1,6,2,42,pre_ai,2024-12,Low
2024-12-20,E005,CoreApp,Developer,Nova,Low,2.61,3,2,0,0,6,4,42,pre_ai,2024-12,Medium
2024-12-20,E006,Payments,Tester,Nova,Medium,5.65,3,1,1,1,2,0,58,pre_ai,2024-12,Low
2024-12-20,E007,CoreApp,Developer,Nova,Low,0.85,4,2,2,0,0,2,42,pre_ai,2024-12,Low
2024-12-20,E008,Payments,Tester,Apollo,Medium,4.46,1,0,2,0,3,3,58,pre_ai,2024-12,Medium
2024-12-20,E009,Data,Tester,Apollo,Low,3.3,2,1,1,0,2,2,58,pre_ai,2024-12,Low
2024-12-20,E010,Payments,Developer,Apollo,Medium,3.2,3,1,2,0,1,5,58,pre_ai,2024-12,Medium
2024-12-20,E011,CoreApp,Developer,Apollo,Medium,2.75,2,2,2,2,5,3,58,pre_ai,2024-12,Medium
2024-12-20,E012,CoreApp,Developer,Apollo,Medium,3.31,3,2,0,0,5,2,42,pre_ai,2024-12,Low
2024-12-20,E013,Platform,Developer,Orion,High,7.69,4,5,1,1,6,0,58,pre_ai,2024-12,Low
2024-12-20,E014,CoreApp,Tester,Nova,High,4.92,5,2,1,2,3,4,58,pre_ai,2024-12,Medium
2024-12-20,E015,Payments,Developer,Orion,Medium,3.28,3,0,0,0,4,0,58,pre_ai,2024-12,Low
2024-12-20,E016,Payments,Developer,Nova,Medium,3.16,2,3,0,1,5,0,58,pre_ai,2024-12,Low
2024-12-20,E017,Payments,Tester,Orion,Low,2.95,3,4,1,0,2,0,42,pre_ai,2024-12,Low
2024-12-20,E018,Payments,Developer,Nova,Medium,2.71,4,4,0,1,3,0,42,pre_ai,2024-12,Low
2024-12-20,E019,Data,Tester,Apollo,Medium,3.49,4,2,0,1,3,7,58,pre_ai,2024-12,High
2024-12-20,E020,Payments,Developer,Apollo,Medium,2.99,2,1,1,1,3,2,42,pre_ai,2024-12,Low
2024-12-20,E021,Data,Developer,Nova,Low,3.05,7,3,2,1,3,0,58,pre_ai,2024-12,Low
2024-12-20,E022,Payments,Tester,Apollo,Medium,5.54,3,0,0,0,4,1,58,pre_ai,2024-12,Low
2024-12-20,E023,Data,Tester,Nova,Low,0.87,4,3,2,0,1,2,58,pre_ai,2024-12,Low
2024-12-20,E024,Payments,Tester,Orion,Low,4.12,3,4,0,0,3,2,58,pre_ai,2024-12,Low
2024-12-20,E025,Payments,Developer,Orion,Medium,3.61,6,2,0,0,3,2,58,pre_ai,2024-12,Low
2024-12-20,E026,Platform,Developer,Nova,Medium,3.67,4,1,0,1,1,2,58,pre_ai,2024-12,Low
2024-12-20,E027,CoreApp,Developer,Orion,Low,2.23,3,4,0,1,1,3,42,pre_ai,2024-12,Medium
2024-12-20,E028,Payments,Developer,Nova,Low,2.84,5,1,0,1,3,0,42,pre_ai,2024-12,Low
2024-12-20,E029,CoreApp,Developer,Apollo,High,5.93,1,3,2,0,2,2,42,pre_ai,2024-12,Low
2024-12-20,E030,Payments,Developer,Orion,Medium,4.0,3,1,1,1,3,3,58,pre_ai,2024-12,Medium
2024-12-20,E031,Data,Developer,Apollo,Medium,4.5,2,1,0,1,3,5,42,pre_ai,2024-12,Medium
2024-12-20,E032,Platform,Developer,Orion,Medium,1.37,5,3,0,0,6,1,58,pre_ai,2024-12,Low
2024-12-20,E033,Payments,Developer,Nova,Low,3.33,7,1,2,1,3,1,58,pre_ai,2024-12,Low
2024-12-20,E034,Data,Developer,Nova,Medium,2.68,4,4,0,0,2,0,42,pre_ai,2024-12,Low
2024-12-20,E035,Payments,Developer,Nova,Medium,4.2,6,2,1,1,3,0,58,pre_ai,2024-12,Low
2024-12-20,E036,Payments,Tester,Nova,High,4.88,3,4,0,1,2,0,58,pre_ai,2024-12,Low
2024-12-20,E037,CoreApp,Tester,Orion,Medium,3.41,3,4,4,0,2,5,58,pre_ai,2024-12,Medium
2024-12-20,E038,Platform,Developer,Apollo,Low,3.47,3,2,1,1,2,1,42,pre_ai,2024-12,Low
2024-12-20,E039,CoreApp,Developer,Orion,Medium,5.98,4,1,0,0,2,0,58,pre_ai,2024-12,Low
2024-12-20,E040,Data,Developer,Nova,Medium,2.47,1,2,0,2,1,2,58,pre_ai,2024-12,Low
2024-12-21,E001,Payments,Developer,Apollo,Medium,4.34,2,3,2,2,1,4,58,pre_ai,2024-12,Medium
2024-12-21,E002,Data,Developer,Nova,Medium,3.32,1,0,0,0,3,1,42,pre_ai,2024-12,Low
2024-12-21,E003,Payments,Developer,Nova,Medium,2.42,5,0,1,0,5,0,58,pre_ai,2024-12,Low
2024-12-21,E004,CoreApp,Tester,Orion,Low,2.43,1,1,2,0,4,3,58,pre_ai,2024-12,Medium
2024-12-21,E005,Payments,Developer,Orion,High,2.12,1,1,1,2,7,3,42,pre_ai,2024-12,Medium
2024-12-21,E006,CoreApp,Developer,Apollo,High,4.55,1,2,1,1,4,4,58,pre_ai,2024-12,Medium
2024-12-21,E007,Payments,Developer,Orion,High,3.09,3,1,0,1,4,6,58,pre_ai,2024-12,Medium
2024-12-21,E008,CoreApp,Tester,Nova,Low,0.3,1,4,1,1,0,4,58,pre_ai,2024-12,Medium
2024-12-21,E009,Payments,Developer,Apollo,High,6.48,6,4,1,2,1,2,42,pre_ai,2024-12,Low
2024-12-21,E010,Platform,Tester,Nova,Medium,3.35,2,0,0,0,2,0,42,pre_ai,2024-12,Low
2024-12-21,E011,Payments,Developer,Apollo,Low,5.21,6,3,0,2,3,1,42,pre_ai,2024-12,Low
2024-12-21,E012,Platform,Tester,Orion,Medium,4.84,4,4,2,1,4,1,58,pre_ai,2024-12,Low
2024-12-21,E013,Platform,Developer,Orion,Medium,3.47,3,2,0,0,5,2,58,pre_ai,2024-12,Low
2024-12-21,E014,Data,Developer,Apollo,Low,2.26,3,3,2,1,2,2,58,pre_ai,2024-12,Low
2024-12-21,E015,Payments,Developer,Apollo,Medium,3.72,1,1,1,0,3,3,58,pre_ai,2024-12,Medium
2024-12-21,E016,Payments,Tester,Apollo,High,6.31,5,1,0,2,3,1,58,pre_ai,2024-12,Low
2024-12-21,E017,CoreApp,Developer,Nova,Medium,1.97,3,0,4,1,3,3,58,pre_ai,2024-12,Medium
2024-12-21,E018,Data,Tester,Apollo,Low,4.62,2,2,0,1,1,4,58,pre_ai,2024-12,Medium
2024-12-21,E019,CoreApp,Tester,Apollo,High,5.24,1,3,1,2,4,4,42,pre_ai,2024-12,Medium
2024-12-21,E020,Payments,Tester,Nova,High,6.8,4,3,1,1,4,1,42,pre_ai,2024-12,Low
2024-12-21,E021,CoreApp,Tester,Orion,Low,4.09,2,1,0,2,5,2,58,pre_ai,2024-12,Low
2024-12-21,E022,Platform,Developer,Apollo,High,8.82,6,1,0,0,2,2,58,pre_ai,2024-12,Low
2024-12-21,E023,Payments,Developer,Orion,Medium,3.55,3,3,2,1,5,2,42,pre_ai,2024-12,Low
2024-12-21,E024,Payments,Tester,Nova,Low,3.04,3,1,2,0,1,2,42,pre_ai,2024-12,Low
2024-12-21,E025,Platform,Tester,Orion,Low,4.71,2,4,0,1,4,1,58,pre_ai,2024-12,Low
2024-12-21,E026,Data,Tester,Nova,High,4.8,2,3,1,0,4,2,58,pre_ai,2024-12,Low
2024-12-21,E027,CoreApp,Tester,Apollo,High,4.46,4,0,1,1,2,4,58,pre_ai,2024-12,Medium
2024-12-21,E028,Payments,Developer,Nova,Low,1.93,3,3,2,0,2,1,58,pre_ai,2024-12,Low
2024-12-21,E029,CoreApp,Developer,Apollo,Medium,4.47,2,1,1,0,4,2,58,pre_ai,2024-12,Low
2024-12-21,E030,Platform,Tester,Nova,Medium,2.45,2,0,1,1,3,3,58,pre_ai,2024-12,Medium
2024-12-21,E031,Platform,Developer,Orion,Medium,3.57,3,2,0,1,5,2,58,pre_ai,2024-12,Low
2024-12-21,E032,CoreApp,Developer,Orion,Low,0.9,3,1,0,0,4,2,58,pre_ai,2024-12,Low
2024-12-21,E033,Payments,Tester,Apollo,High,5.35,3,1,0,2,1,1,58,pre_ai,2024-12,Low
2024-12-21,E034,Payments,Developer,Nova,Medium,4.92,3,1,0,2,6,4,42,pre_ai,2024-12,Medium
2024-12-21,E035,Payments,Developer,Orion,Medium,3.23,5,1,0,0,2,1,58,pre_ai,2024-12,Low
2024-12-21,E036,CoreApp,Developer,Nova,High,4.74,1,1,2,0,0,2,58,pre_ai,2024-12,Low
2024-12-21,E037,CoreApp,Developer,Nova,Medium,1.48,3,4,2,2,3,2,58,pre_ai,2024-12,Low
2024-12-21,E038,Data,Tester,Nova,Medium,2.3,5,1,1,0,2,2,58,pre_ai,2024-12,Low
2024-12-21,E039,Payments,Developer,Apollo,Medium,3.4,1,1,1,1,2,0,58,pre_ai,2024-12,Low
2024-12-21,E040,Platform,Developer,Orion,Medium,1.82,2,4,2,1,1,1,42,pre_ai,2024-12,Low
2024-12-22,E001,Platform,Tester,Nova,Low,3.08,2,2,1,0,1,2,58,pre_ai,2024-12,Low
2024-12-22,E002,Data,Developer,Apollo,High,4.52,1,6,3,0,3,2,42,pre_ai,2024-12,Low
2024-12-22,E003,Payments,Developer,Nova,Medium,3.27,5,5,1,2,5,4,58,pre_ai,2024-12,Medium
2024-12-22,E004,Platform,Developer,Nova,High,6.1,2,2,0,1,2,0,42,pre_ai,2024-12,Low
2024-12-22,E005,Data,Developer,Nova,Medium,3.64,2,8,2,0,1,2,58,pre_ai,2024-12,Low
2024-12-22,E006,Data,Tester,Nova,Medium,6.14,1,2,0,1,1,5,58,pre_ai,2024-12,Medium
2024-12-22,E007,Data,Tester,Apollo,Medium,4.07,4,0,1,0,5,4,58,pre_ai,2024-12,Medium
2024-12-22,E008,CoreApp,Developer,Orion,Medium,3.59,2,1,2,0,5,2,58,pre_ai,2024-12,Low
2024-12-22,E009,Data,Developer,Nova,Medium,2.72,1,4,0,1,4,3,58,pre_ai,2024-12,Medium
2024-12-22,E010,Platform,Developer,Apollo,High,5.9,5,3,0,0,2,1,58,pre_ai,2024-12,Low
2024-12-22,E011,Data,Tester,Nova,Low,1.7,4,2,0,1,2,1,58,pre_ai,2024-12,Low
2024-12-22,E012,Payments,Developer,Apollo,Medium,4.24,1,3,2,1,2,3,58,pre_ai,2024-12,Medium
2024-12-22,E013,Payments,Tester,Orion,High,4.59,5,2,0,0,2,0,58,pre_ai,2024-12,Low
2024-12-22,E014,Data,Tester,Apollo,Medium,3.0,2,1,0,1,6,1,58,pre_ai,2024-12,Low
2024-12-22,E015,Platform,Developer,Apollo,Medium,3.34,4,2,1,0,3,1,58,pre_ai,2024-12,Low
2024-12-22,E016,CoreApp,Tester,Orion,Low,0.32,5,0,1,1,3,3,58,pre_ai,2024-12,Medium
2024-12-22,E017,Data,Developer,Orion,Low,1.7,2,0,0,0,3,3,42,pre_ai,2024-12,Medium
2024-12-22,E018,CoreApp,Developer,Apollo,High,2.31,1,3,0,1,4,2,58,pre_ai,2024-12,Low
2024-12-22,E019,Platform,Developer,Orion,Medium,1.66,1,1,1,1,0,3,58,pre_ai,2024-12,Medium
2024-12-22,E020,Platform,Developer,Orion,Low,4.13,2,1,1,0,1,4,58,pre_ai,2024-12,Medium
2024-12-22,E021,Payments,Developer,Apollo,Low,3.32,5,2,1,1,5,2,58,pre_ai,2024-12,Low
2024-12-22,E022,Data,Developer,Orion,High,4.53,3,3,0,1,3,3,58,pre_ai,2024-12,Medium
2024-12-22,E023,Platform,Developer,Nova,Low,3.51,1,2,3,1,2,4,58,pre_ai,2024-12,Medium
2024-12-22,E024,Platform,Tester,Orion,Medium,3.3,1,1,0,0,2,1,58,pre_ai,2024-12,Low
2024-12-22,E025,CoreApp,Developer,Apollo,Medium,0.78,1,2,1,0,2,0,58,pre_ai,2024-12,Low
2024-12-22,E026,CoreApp,Developer,Apollo,High,6.03,3,2,0,1,3,0,42,pre_ai,2024-12,Low
2024-12-22,E027,Payments,Tester,Orion,Medium,4.95,3,2,0,0,3,2,58,pre_ai,2024-12,Low
2024-12-22,E028,Data,Tester,Apollo,Low,2.05,1,4,2,1,1,2,58,pre_ai,2024-12,Low
2024-12-22,E029,Platform,Developer,Orion,High,6.26,3,2,0,1,4,5,58,pre_ai,2024-12,Medium
2024-12-22,E030,Platform,Developer,Orion,Low,3.62,1,2,0,2,1,1,58,pre_ai,2024-12,Low
2024-12-22,E031,Data,Tester,Nova,Low,4.17,4,3,0,1,0,5,42,pre_ai,2024-12,Medium
2024-12-22,E032,Payments,Developer,Nova,Medium,3.42,4,1,0,0,3,5,58,pre_ai,2024-12,Medium
2024-12-22,E033,Payments,Tester,Apollo,Medium,2.72,3,3,1,0,4,2,42,pre_ai,2024-12,Low
2024-12-22,E034,Platform,Developer,Apollo,High,7.9,1,5,0,1,0,3,58,pre_ai,2024-12,Medium
2024-12-22,E035,Data,Developer,Apollo,Low,3.93,5,1,1,1,2,1,58,pre_ai,2024-12,Low
